UE1vsUE2,acc_all,acc_x,acc_y,acc_z,gyro_all,gyro_x,gyro_y,gyro_z,on_same,UE3vsUE4,UE1vsUE3,UE2vsUE3
1.0,0.008756679698937215,0.4763716446790971,51.404865956109546,0.01081114556817769,0.46011007026913364,0.154486510773981,0.001173662279541957,1.2976929928086127,1.0,0,0,0
0,0.008077408650206244,39.0808792456623,0.6367227621079511,0.03157457102335742,0.17016366944528763,4.306328479379847,5.904964524675014,4.329195108999661,1.0,1.0,0,0
0,0.004176410111781935,28.917704377834333,0.0891641594903463,0.004378839295633319,0.5723571619957479,0.24100377998175285,0.12110924578023519,11.167337703313294,0.0,0,1.0,0
0,0.002913643096606689,23.003066846261774,53.281197850784324,0.0037640278966947576,0.027432657766260627,0.054694761755124326,0.11909712337305416,5.645985605594954,0.0,0,0,1.0
1.0,0.026346158463223832,0.14115601308826264,0.16142046728859097,0.06504444230699843,0.7539224938549132,0.019703666107332565,0.0012697646122591538,0.010440824858617687,1.0,0,0,0
0,0.015377893932673468,14.783129175464387,0.5895646482976559,0.026585605082800747,0.03511150176179888,5.479158705084244,4.471186007228074,4.152525983456276,1.0,1.0,0,0
0,0.03076924027341988,6.364531097219046,0.10985570479213957,0.07535344588200364,0.1162114265518035,0.2372307839280167,0.07467051642195584,0.22894866843641903,0.0,0,1.0,0
0,0.01051321140619117,8.282313052895097,0.04290771333028896,0.010944691093827764,0.3039851799009167,0.3793401447558499,0.0858494338815383,0.1427142835963194,0.0,0,0,1.0
1.0,0.02085704272503621,0.1392672341407538,0.2711396026275973,0.016316562076995285,0.40240531062477813,0.11887848569538124,0.3025724909225182,8.950798861076344e-05,1.0,0,0,0
0,0.0019368370811703786,2.1663605741834964,0.40319650257162265,0.07346907787270235,0.13008193771688314,6.225846090051856,4.271134322167882,4.081038155064623,1.0,1.0,0,0
0,0.03304950307793609,2.2477535377334923,0.026123514620889635,0.08871327215528521,0.6220396368326709,0.033215861361970106,0.3151322784289464,0.030287314783849467,0.0,0,1.0,0
0,0.0836833331014621,1.3236411633813312,0.16187972078256635,0.08807027844155445,0.053787631574174995,0.12365101779567421,0.16057783093492634,0.029837897122675896,0.0,0,0,1.0
1.0,0.013037467076153782,0.1508529344216591,1.9662605766490397,0.009385084596269687,0.06658800773072832,0.05322539292172082,0.01384287050987224,0.0008683856094135046,1.0,0,0,0
0,0.02735161274235936,1.2591368351476178,0.9651532236120196,0.007304256801189497,0.10027649108024482,4.333012311467809,4.116948506067854,4.105757357621403,1.0,1.0,0,0
0,0.033459414852085735,0.4429262986074038,0.6165851167557096,0.01845438410153673,2.992755751781924,0.6104305405667196,0.08221698681982287,0.14362523143841555,0.0,0,1.0,0
0,0.06268553632403653,0.22109366793617236,1.021013179144934,0.027688650332056794,1.9870000903069307,0.2948783055447171,0.05156002190664217,0.16263418168133428,0.0,0,0,1.0
1.0,0.009830145760038128,6.331206726113751,0.364681410351374,0.01013742461272414,7.2710047965818925,0.3998363376982785,0.028061599178839026,3.790364419173514,1.0,0,0,0
0,0.0023181727141294516,3.956276513399823,1.6250629950821311,0.018809440175258776,3.4739549058117722,4.16483355639464,5.372117570251633,5.10680749734667,1.0,1.0,0,0
0,0.010283786959210877,2.2861418067918318,0.649467543498022,0.014983796375968084,0.5769809231236801,1.6798451572245667,3.0989568669904286,7.938287241336774,0.0,0,1.0,0
0,0.0014654027246454287,3.3061907403452286,0.11088420925855084,0.0015285647505774204,6.9930151934126705,0.37477909185872016,3.9428005010208693,33.27181673434541,0.0,0,0,1.0
1.0,0.0024993907696387167,6.026088452427161,0.1630491612463544,0.003957181067228315,0.055689177846159295,0.0031670958438067593,0.006959000187904936,2.17073774820592,1.0,0,0,0
0,0.28262492239084175,1.2079939096260153,1.1254854293189651,0.004990420494550424,1.434118112236515,4.272324550074812,4.082069990065358,14.129923791149514,1.0,1.0,0,0
0,0.052627960645622696,0.297190811333477,0.3353001100626088,0.032069032135930035,0.6983323636379896,1.9844654211126294,2.9391716875691722,5.176046510901585,0.0,0,1.0,0
0,0.06616045709131894,5.516925185140438,0.339380428001539,0.04569016192047044,0.6733374194925457,2.090510569754687,3.2271384528533047,10.998075030217022,0.0,0,0,1.0
1.0,0.0032309382779552327,47.190878891594664,1.2117153028777365,0.0023821943268440837,0.2041272764629653,0.191457545442444,0.017094709337968514,0.12690903133177328,1.0,0,0,0
0,0.001460429063648121,1.269484140568629,1.5736395687830496,0.022265448095661017,9.079963356884,5.139917530762019,24.844066880769482,4.179365141925457,1.0,1.0,0,0
0,0.003001815335551483,0.5200321293711384,0.5800643952297844,0.0035914549020633546,0.07947076691152213,5.054243014042508,95.65705728200965,5.214252563252175,0.0,0,1.0,0
0,0.003080890092709212,28.963086626529126,0.2011319118800143,0.0025785553831501997,0.2909636439250497,2.7464461650084813,105.64869662441545,4.552203121418694,0.0,0,0,1.0
1.0,0.003182620199948432,0.3343218229855517,20.943234223957198,0.003385405436918882,0.35568813943926225,0.007072909078272092,0.016264194906101953,0.0034725804411241323,1.0,0,0,0
0,1.1176372804156127,1.1359015751131016,0.0232507596218964,0.004170688522434455,0.16533605102541352,92.69718568010224,10.83416328801477,0.09549777090359393,1.0,1.0,0,0
0,0.007278182030090933,0.2733543044842207,0.03456720887666877,0.014617711031830795,2.3184112773050924,98.22353607120667,0.07250475716193791,4.051738476111602,0.0,0,1.0,0
0,0.0070709512526255965,0.29464341385587,19.402341755331342,0.011742637843110679,0.7351012586113412,106.27628353826333,0.024914893740952855,4.0353353883091225,0.0,0,0,1.0
1.0,0.016886437008380068,0.1380208009153867,5.8507971061415,0.01157805234928969,0.392924674422761,0.14473160051790118,0.10949613714062853,0.026491637381469826,1.0,0,0,0
0,0.0006476015777366175,1.5486932122898105,0.3517559099606289,0.01265242548407393,8.827264909810944,69.25193057616258,4.499607076821046,6.945714041155247,1.0,1.0,0,0
0,0.08349133987352098,0.45507869718471133,0.03448661674080884,0.06610129125188638,7.961652153778295,74.78851433449832,1.0110851540126264,0.058457929694851425,0.0,0,1.0,0
0,0.03331915789519932,0.2246186903202633,5.939125909776185,0.031979538579631636,15.003988776694287,109.59000061655308,0.44486243887415866,0.03455980731051562,0.0,0,0,1.0
1.0,0.008178916698349819,0.011213212121560992,5.039858422932544,0.008953138977554256,0.023645801737300246,1.0469720691779059,0.03085165147372474,0.0012178380405253955,1.0,0,0,0
0,0.11297637037827168,0.038378343634189065,0.013492782933937847,0.19803082334605748,25.880971481374825,5.206234135141618,0.04528910949833315,0.2510290790986562,1.0,1.0,0,0
0,0.24947756401574034,0.09841827638505278,0.014018081635068498,0.23995998239393534,21.724718474624787,6.015671438950823,0.36308851264859404,4.221838938085466,0.0,0,1.0,0
0,0.1930888485870415,0.09147869353563115,5.130167322996421,0.18314227782336417,19.390350084120687,1.3425796650667614,0.6088744425192872,4.192284714096011,0.0,0,0,1.0
1.0,0.03767475103621641,0.040752061984701896,2.1672373638962297,0.1508616900683008,0.36442488987852983,0.02876687622921325,0.010193041258020836,0.0023783396800961957,1.0,0,0,0
0,0.000400853653853245,0.19621509661365513,0.20120072495155458,0.01952736365850162,7.086009760107556,6.59055220585989,4.152438073257104,7.847752184691505,1.0,1.0,0,0
0,0.11641016418012443,0.12195754806192202,0.020815107573510152,0.29877982971738,4.905941202953552,4.817035122535549,0.1075871354998451,0.17919625296497516,0.0,0,1.0,0
0,0.027471259267315588,0.04739979891990851,1.8085514341767797,0.031712939069299895,9.949388784669424,3.836554711971915,0.1585040548433972,0.21605272869553346,0.0,0,0,1.0
1.0,0.010387510188543796,0.07341190109786597,5.994183751517377,0.009035194662987234,0.18850389386449212,0.22410200298868643,0.0161861263112262,0.0034326876765551446,1.0,0,0,0
0,0.02089332976030202,1.32768857648492,0.04342442361469213,0.04903141437876294,2.0230729443129727,5.199123258640148,3.240829892603332,1.2077515557743717,1.0,1.0,0,0
0,0.21610931303944717,0.6618485385917333,0.03228827856663291,0.12341843021749951,2.6618849234622197,1.0369435012544075,2.1429250193779836,5.397780424939298,0.0,0,1.0,0
0,0.14089721182993048,0.8831171336735941,5.529521502648707,0.07609951675265747,1.2780876972429844,2.4133361224252905,2.6310290419627074,5.246804600622907,0.0,0,0,1.0
1.0,0.04281281435460306,0.0800422445142369,3.8810735054515613,0.145934529995025,0.008525221999187283,0.0010107222346374296,0.008007722080735335,0.006969870349511734,1.0,0,0,0
0,0.0008822711141651396,7.796892508442436,0.3217693115787335,0.021752471504604527,2.0481558267821827,4.318670573393413,6.55626638509602,4.106697762538355,1.0,1.0,0,0
0,0.09243953492749543,3.454493467278677,0.1447421747452606,0.2249712041880229,4.3936706485093815,0.07506070041610416,2.3928106351325886,0.38733884938684,0.0,0,1.0,0
0,0.013414485873681447,3.9564605032612947,5.623232058867574,0.012162462681623566,4.29832149666437,0.07898904388282033,2.7513602050478396,0.4683423882194376,0.0,0,0,1.0
1.0,0.010745842996155369,3.58596687303966,14.355847661923832,0.009538248233468372,0.7420216485179429,0.004424632090436366,0.002670657471013245,2.5506900485772492,1.0,0,0,0
0,0.05021613611941889,0.3551817793093945,0.47649497791557743,0.015631591550577414,0.1872394957199892,4.314531466834079,12.027538414718013,4.032829746544289,1.0,1.0,0,0
0,0.12526854722551273,4.231003844063949,0.08276404806602419,0.1280152454860152,1.8750059188645272,0.2635534424584267,0.0703722087759879,1.5155670737402374,0.0,0,1.0,0
0,0.07219125931934617,0.4912944918596485,11.707898694812856,0.08101343309811514,0.23065967779417815,0.3224680596211558,0.08002884841955676,3.691642371641244,0.0,0,0,1.0
1.0,0.005127844769291994,2.318574310913634,0.6788074117866507,0.006009915383425425,0.46311542141615586,0.0018669947551564078,0.010465164932090732,0.6513506549035012,1.0,0,0,0
0,0.021346889239774687,0.2297651247690392,0.7931211356215266,0.3795171703621456,0.023148854972505354,0.4307468263228947,4.224104934426868,7.213091632713397,1.0,1.0,0,0
0,0.007531603386205279,0.18981824375689524,0.27703689847864166,0.006161762448687042,5.726081169829704,2.3013033986181566,0.612327054462954,5.127413524265488,0.0,0,1.0,0
0,0.010217909415143476,2.0212930073093416,0.8334463899021675,0.010744586015120449,11.86838030804202,2.2195020262374223,0.783180660659739,6.085343328060956,0.0,0,0,1.0
1.0,0.004688068611555284,0.14002847799027357,0.2678546698902602,0.0053303839967081094,0.9010152917778166,0.06025282390732767,0.058825903994875625,0.016974321992212823,1.0,0,0,0
0,0.003978393215112409,24.60595541645726,0.30779040549884595,0.04821733346046978,1.007179448344995,4.360991518653091,4.029187285074157,8.928819673211306,1.0,1.0,0,0
0,0.011364299810322992,31.054549584014975,0.016736808139388524,0.014738081171851545,3.9919824279377267,7.891116146208854,0.5916752668340804,1.6008366110236807,0.0,0,1.0,0
0,0.003013795372389685,23.8397551688819,0.29565807949381256,0.004544195379437467,6.6850158159921245,10.50597940682516,0.3256355281180595,1.847749487436616,0.0,0,0,1.0
1.0,0.006585010855763132,0.20378578378222725,0.3421828537394048,0.007021612084361561,0.11984265608246118,0.006517367671835367,0.07406762238380094,0.00010416412792687608,1.0,0,0,0
0,0.03469743556798458,0.6301937417116212,0.01811029318066362,0.012277961312577421,0.4851642775323737,0.9579983777537715,12.35247140173442,3.5555945389483434,1.0,1.0,0,0
0,0.15384210713075988,0.2899912899703365,0.05647933581752808,0.1421828623880832,0.23089533766371306,10.292635794674258,0.5163182674062697,4.730760784349008,0.0,0,1.0,0
0,0.10474565314514996,0.39453315004860484,0.5360845972371779,0.0943734057965195,0.5765613795062184,10.009131758969316,0.9895104437991699,4.744485771256632,0.0,0,0,1.0
1.0,0.006011837947814197,0.02930901337580829,0.3091702905659186,0.007845062010301497,0.19405635810146538,0.20865734596283897,0.005901303600737938,0.0021096498749177237,1.0,0,0,0
0,0.0006918005013157461,1.0742289584013438,0.2152785214996208,0.03507613085698856,7.293654946890602,4457.010446882975,5.5518412414963505,31.96945713345594,1.0,1.0,0,0
0,0.017782695544125295,0.2537329246204882,0.7665069839578325,0.02090871811771492,0.7530509301744104,4757.991975307392,1.8694571863957221,14.817821394922776,0.0,0,1.0,0
0,0.00779174309158429,0.1752205863313998,0.2569646058091023,0.007383238971100999,1.6091122411857988,7433.484156926668,2.0815492516509786,14.266721617959716,0.0,0,0,1.0
1.0,0.018619543818481295,0.02618670303198739,13.607838143939272,0.02008657848829267,0.1138240272107549,0.0352214891300702,0.04615259708176652,4.355929823775794e-05,1.0,0,0,0
0,0.0881518021285065,0.9603922711660684,0.04911580982555845,0.42900165097702103,2.3655325150351083,4.119727999750858,5.264477062448644,5.417600326097415,1.0,1.0,0,0
0,0.48985782605765443,0.43773230150442005,0.08201641555153157,0.6753172053414789,0.9707881734353411,0.05915085467975587,1.0757757363748854,14.567147362377765,0.0,0,1.0,0
0,0.33700783004797935,0.3292775721978235,14.915706097893082,0.4863678295229395,1.791600266960487,0.11095960372324135,1.6282406292538736,14.48769085084635,0.0,0,0,1.0
1.0,0.02548179614559662,0.02722125056141665,2.6881991247768986,0.020937461837010566,0.2570483391645797,0.024349202552939188,0.011556997575412448,0.003304456219136824,1.0,0,0,0
0,0.0018082746456555634,1.7671616040929476,0.9035303642922439,0.013885503653324485,183.12073182261585,9.230809595673483,4.208925624508733,5.669606612469389,1.0,1.0,0,0
0,0.0879819827757278,0.9998471738584637,2.734936688209625,0.06883079241684534,485.12818279956286,12.172238841910271,0.24322428320053702,4.506788294595935,0.0,0,1.0,0
0,0.04279411093139805,0.862149785099648,0.15837286619003918,0.04258279185780151,306.2457874791808,14.41479307036012,0.24885152895921236,4.180288714018587,0.0,0,0,1.0
1.0,0.026832615682411194,0.051735563812920306,0.581709653150026,0.027562477577320648,0.1377163345187238,0.006942017031816552,0.021217251654800616,0.007246871281632425,1.0,0,0,0
0,0.9269942883458239,0.9050131907884504,0.572676001707257,0.016558529204973117,0.02177270204455971,6.759239656972096,42.594903233570676,5.40431418628744,1.0,1.0,0,0
0,0.01211929568562806,1.1638855734420697,0.2367092406475568,0.009184863165645775,0.669045761801599,8.072825134603168,1.7238876499518798,4.474453465164402,0.0,0,1.0,0
0,0.011844103197886627,1.3145795662654884,0.1266861434913976,0.021179054625343682,1.4682128203042761,7.684380224644069,1.3540794437535697,4.365547670372936,0.0,0,0,1.0
1.0,0.0753189705904676,0.05800801365994135,0.9298489646874523,0.03571575208537131,0.39826250773576777,0.2554000971288015,0.02514824569268991,0.005899906683526445,1.0,0,0,0
0,0.0027929974145930975,2.60689876164247,1.0488164737648524,0.008075107118685105,1.3812076186496518,8.583439224224058,4.144305082926255,78.8118201716164,1.0,1.0,0,0
0,0.1355315874711213,2.581981085383424,0.268572068597934,0.06550277350721602,2.4248773873101683,15.098275353570713,0.1277374052636545,29.086492943673864,0.0,0,1.0,0
0,0.01668056482135999,1.9030110758610488,0.24438131715149886,0.011369436830216585,5.73372239998281,8.52412619537219,0.06550376177653315,30.889712987930068,0.0,0,0,1.0
1.0,0.014193157663235454,0.24722024983047206,1.6815916271402749,0.013451357508023024,0.2456862949360315,0.005346298994116687,0.07360266654566966,0.0005778766687274793,1.0,0,0,0
0,0.00848581295517906,8.51011329521351,0.4282348544486926,0.011672773654859568,0.8371280742592261,7.358787299098558,0.17193342285531726,0.2692302548398298,1.0,1.0,0,0
0,0.05858782372796339,7.148009808089333,0.06606622540809974,0.04133638214328784,0.24398586912353007,11.875146257778916,1.6473942095221352,6.146553625548629,0.0,0,1.0,0
0,0.01972918962522364,4.701463216392944,1.4264687421250333,0.011475373678986914,0.033263584728812495,12.904157931146429,0.9839021179358846,6.114407175237003,0.0,0,0,1.0
1.0,0.019894157397988357,5.625199498840924,1.0537174394219593,0.029845026980282484,0.10584058210737089,0.0952008630000082,0.04280736729483613,0.09345305004433495,1.0,0,0,0
0,0.0017157963507332253,6.468903379210399,0.7448213134648154,0.046425195856471306,0.6429303792590901,4.776707010223508,4.03794927767312,17.440463300037038,1.0,1.0,0,0
0,0.050813344434365845,5.746608875433152,0.13059168934077328,0.06847540595461757,0.39505169281902663,2.6808079346889073,2.046087124626213,45.32633903806909,0.0,0,1.0,0
0,0.011186238133628498,1.2995472163890593,0.45774893513262155,0.01226283331878925,0.1010932228475142,4.186704105542797,2.8370079318136465,57.817346158755576,0.0,0,0,1.0
1.0,0.004584311459944036,20.326476447969206,0.39426732307533613,0.005201425485337697,0.35350373638764476,0.41372323947387823,0.006121961403676129,19.072224012946563,1.0,0,0,0
0,0.6873836559495945,26.505236880218938,0.9976673463404764,0.04709961768985089,1.9368009805741093,4.251670850145114,0.035376884679814015,0.472064179711403,1.0,1.0,0,0
0,0.9084896449918909,19.47310032847547,0.10756096454641186,0.2810472416337915,2.4735454900202494,0.9932668220379143,0.13702087190502027,8.290660520014187,0.0,0,1.0,0
0,0.8373590762097172,69.18395619489347,0.15170023541399325,0.24604468090099904,0.7970786608309923,2.944399725079446,0.09956326161115703,100.18454474443833,0.0,0,0,1.0
1.0,0.0038169557588737754,0.15119816103233424,0.2527942550816615,0.0046926906319979264,0.007217956807600183,0.07610139185999598,0.027820972582103122,0.008956705613183336,1.0,0,0,0
0,0.0024127491720674693,0.4137703753780966,1.4185554110457985,0.1451993569110493,0.442189258418776,5.952426019682045,4.024467221345323,8.421822489462048,1.0,1.0,0,0
0,0.002598801501194371,0.24643577044462253,0.29204758054147784,0.0024412647834092397,0.02559820088415012,1.2870229633808519,0.10859665821492484,1.4732014083896685,0.0,0,1.0,0
0,0.003287779090900859,0.13350252872909582,0.06998934126611897,0.0033491829852956845,0.041380451382895374,2.081230855764975,0.06236473480553134,1.6508148276086667,0.0,0,0,1.0
1.0,0.002696403705554507,0.08375854953006251,0.3544292129370858,0.003316216727888936,0.022138046117470594,0.14139259546654134,0.03917940558024965,0.0077655445011993295,1.0,0,0,0
0,0.00859434568523615,8.14019354862015,1.697409973347552,0.31160467043865164,1.2660787773382491,98.54094365974129,7.894840339653785,0.010876871033901506,1.0,1.0,0,0
0,0.026385499539984054,8.481367912352693,0.6601170195399041,0.03650033287392946,0.1104830236548635,0.5609253348569968,0.8231346793024904,4.762894570912412,0.0,0,1.0,0
0,0.019390292909755757,9.909713829695754,0.12227834316835107,0.024956433314856696,0.050157685726787436,0.1632728995130539,1.2223545362689443,4.608039933600977,0.0,0,0,1.0
1.0,0.004436965916127196,0.03158662482817269,0.45051406323585386,0.004136771661057148,0.31263638779209596,0.013637374598833666,0.004580980276529308,0.002425554942283987,1.0,0,0,0
0,0.012951899554545846,1.4820760441310483,0.8145355717938988,0.383692183918623,2.814148527751244,6.504849447718538,5.845286883743025,4.220146759595548,1.0,1.0,0,0
0,0.002623810469972821,0.8609252615911004,0.08569704610905683,0.0034432813024003243,0.15918004712454562,0.20455705990862247,0.623936314331145,1.1963275252215673,0.0,0,1.0,0
0,0.0068139471898217,0.7227716265780462,0.24985512707756033,0.008069637097376419,0.13613158733076242,0.2959903354065888,0.5188589959925495,1.0907928694982134,0.0,0,0,1.0
1.0,0.0017363277419019656,0.05235000342969119,0.23541702536857426,0.0020107412231702873,0.10246215773572906,0.07720483550467282,0.0013287085562414722,0.0037023680257954376,1.0,0,0,0
0,0.02832837954475088,4.937808124577958,1.6046529454553289,0.4416974235794535,0.049390089621228636,13.241571853997428,40.81724276584757,1.0451146337491644,1.0,1.0,0,0
0,0.04546852736294799,5.583195741908647,0.14748597409997793,0.0427931726470715,2.6371602234865836,2.1300416132625717,2.2304759090368793,4.769986282424803,0.0,0,1.0,0
0,0.03762316411949785,5.3600777264204655,0.10844385305888246,0.037388661944173604,2.4818448778704636,1.291137442062499,2.141944626460943,4.669332273138357,0.0,0,0,1.0
1.0,0.006366137046252158,0.16247266401880375,0.6174047178782835,0.007314040943484782,0.11945397801927819,0.07480660348522257,0.008559250779243717,0.008175100029169153,1.0,0,0,0
0,0.02072528952195196,4.852612713970274,5.894114074045227,2.452184750398586,0.21266866525414718,0.39761872783427726,5.7836467705058325,41.10453603015575,1.0,1.0,0,0
0,0.002406386300745361,2.197201796189216,3.4188299025954345,0.002153474635691841,0.07011367406203607,0.08863095081945063,0.028133085649958714,13.635746370611171,0.0,0,1.0,0
0,0.00787735792130375,2.924627751844223,1.496004052962112,0.00959934530614073,0.054376557430516795,0.28447374351108423,0.04274323348886934,12.467116436143648,0.0,0,0,1.0
1.0,0.009728135744386855,0.18522065898287918,21.38245966412915,0.020612834282432865,0.03675706206768134,0.6006539038448773,0.027814380850751854,0.08577196460791463,1.0,0,0,0
0,0.01869875102919954,1.2817084455326282,1.4476712865357495,0.09337553286023162,1.8774445189629274,0.06798024720496308,5.0176985190715095,12.065307906778473,1.0,1.0,0,0
0,0.005721386568950017,1.0549446894656218,0.33038340093269764,0.008995460899071944,0.16591209000531315,0.11240341196753928,0.12694781463139762,2.7850998739793957,0.0,0,1.0,0
0,0.008444095559224762,0.5813654124906917,13.797948188144577,0.010547467677075194,0.3337293612290454,1.0682290054423054,0.26941410780628255,1.9072320701300247,0.0,0,0,1.0
1.0,0.0016950898661329719,2.9701500037040467,1.0606386320851273,0.003808000034128913,0.10263386706705148,0.035977205285888894,0.0033542521843266493,11.237411196784853,1.0,0,0,0
0,0.004482374231078825,0.5331322918712573,0.3371273998120177,0.8409977718903916,0.7806533561301368,2.1080125643312346,8.82340792242325,2.8598741213474113,1.0,1.0,0,0
0,0.0035001628540995717,0.22408363668254194,0.07604249564264477,0.003381498945867415,0.23575932028292432,1.326868599415891,0.4682869651215855,8.893334068453576,0.0,0,1.0,0
0,0.0034209969238500506,1.9048718421966722,1.4158356454426015,0.005281734157042248,0.6557727967556589,1.804077803906289,0.3977049474001804,53.06742679511925,0.0,0,0,1.0
1.0,0.011511672395479587,6.532131067398442,7.111232602523259,0.015021925069381659,0.01709124152762513,0.15495415043429403,0.016714932000577522,0.1655289920326382,1.0,0,0,0
0,0.0015975595002800564,2.722603270901277,0.4220022911083032,0.11123955794211624,1.4257985941166638,0.12733420249442334,4.142164877460496,6.654534504790109,1.0,1.0,0,0
0,0.053311358317351516,1.7507813006341066,0.01876005392180391,0.061561349961758355,0.2661344457752437,6.002440333919202,0.4090109337931266,5.76832885874536,0.0,0,1.0,0
0,0.018755129688303767,5.612276672873116,6.837945306209836,0.019116225265153556,0.38929082544525684,3.5715819796998955,0.26504135901160364,6.839117712733201,0.0,0,0,1.0
1.0,0.028232497101087082,0.897510492404432,2.47244517215655,0.049632255678108084,0.02851909069729314,0.04280596510771111,0.002885972718623273,0.03776654201784294,1.0,0,0,0
0,0.01560756445500827,10.557340294918626,0.18777987003364852,0.054138599641132275,0.05948454729127497,6.30437792946958,0.040196092475615355,1.31357238578919,1.0,1.0,0,0
