date,time,UE1_acc_x,UE1_acc_y,UE1_acc_z
2018-12-13,04:28:01.667,-0.92930603,1.6983185,9.55304
2018-12-13,04:28:01.672,-0.7928467,1.7940826,9.330383
2018-12-13,04:28:01.770,-0.59173584,1.9066162,9.122086
2018-12-13,04:28:01.775,-0.72340393,1.7414093000000002,8.937744
2018-12-13,04:28:01.778,-0.77130127,1.6121216,10.113296499999999
2018-12-13,04:28:01.782,-0.7449646,1.5067749,10.869858
2018-12-13,04:28:01.824,-0.75213623,1.5235290000000001,10.651993
2018-12-13,04:28:01.828,-0.50553894,1.6815491000000002,10.312012
2018-12-13,04:28:01.831,-0.27090454,1.7701416,9.665573
2018-12-13,04:28:01.834,-0.37385559999999995,1.8515471999999997,9.1532135
2018-12-13,04:28:01.893,-0.51512146,1.9281616000000001,9.17955
2018-12-13,04:28:01.897,-0.79045105,1.9113921999999999,9.169967999999999
2018-12-13,04:28:01.900,-0.9724120999999999,1.8587189,9.100539999999999
2018-12-13,04:28:01.904,-0.97480774,1.6911316000000003,9.069412
2018-12-13,04:28:01.972,-0.7018585,1.7078857,9.234619
2018-12-13,04:28:01.977,-0.41217040000000005,1.8204193,9.150818
2018-12-13,04:28:01.982,-0.48638916,1.7485962,9.483611999999999
2018-12-13,04:28:01.986,-0.51750183,1.5139618000000001,10.491577000000001
2018-12-13,04:28:02.053,-0.3379364,1.6432494999999998,9.960068
2018-12-13,04:28:02.057,-0.21104431,1.6169128000000001,9.67276
2018-12-13,04:28:02.064,-0.06021118,1.7150726000000003,10.292862
2018-12-13,04:28:02.067,-0.19668579,1.9736481,10.472427
2018-12-13,04:28:02.139,-0.40019226,1.8323822,10.115677
2018-12-13,04:28:02.143,-0.53427124,1.360733,9.723038
2018-12-13,04:28:02.147,-0.68989563,1.2290497,9.756561
2018-12-13,04:28:02.151,-0.78086853,1.2936858999999998,9.706268
2018-12-13,04:28:02.214,-0.51989746,1.1644135,9.5746
2018-12-13,04:28:02.217,-0.30682373,2.0502625,9.6631775
2018-12-13,04:28:02.221,-0.316391,2.3758698,9.402206
2018-12-13,04:28:02.224,-0.44088745,2.3351745999999998,8.870697
2018-12-13,04:28:02.298,-0.5821533,1.7773285,9.00238
2018-12-13,04:28:02.302,-1.0418396,1.0590667999999999,9.172363
2018-12-13,04:28:02.306,-1.2980194,0.86273193,8.913788
2018-12-13,04:28:02.310,-0.8670654000000001,1.1332855,8.8563385
2018-12-13,04:28:02.379,-0.87423706,1.530716,9.090973
