date,time,UE4_acc_x,UE4_acc_y,UE4_acc_z
2018-12-13,04:22:37.845,3.510788,23.026016000000002,15.161087
2018-12-13,04:22:37.862,1.7455901999999999,16.906662,12.042572
2018-12-13,04:22:37.904,0.9022064000000001,11.689528999999999,5.7663116
2018-12-13,04:22:37.905,0.64723206,8.335647999999999,3.5892334000000004
2018-12-13,04:22:37.954,0.78453064,8.551392,3.177353
2018-12-13,04:22:37.955,1.255249,9.375153,2.5301207999999997
2018-12-13,04:22:37.983,1.6082916,9.5516815,2.8047028
2018-12-13,04:22:37.984,1.7848053,9.688965,3.0989075
2018-12-13,04:22:37.999,1.5102233999999999,9.904724,2.9223784999999998
2018-12-13,04:22:38.020,1.1179656999999998,9.924332000000001,2.8047028
2018-12-13,04:22:38.041,0.8041381999999999,9.885100999999999,2.9420013
2018-12-13,04:22:38.059,0.58839417,9.630127,3.1381226000000004
2018-12-13,04:22:38.079,0.60801697,9.277084,3.0989075
2018-12-13,04:22:38.099,0.58839417,9.120178,2.8439330000000003
2018-12-13,04:22:38.120,0.64723206,9.139801,2.4908905
2018-12-13,04:22:38.140,0.6864624,9.120178,2.569336
2018-12-13,04:22:38.160,0.8041381999999999,9.159409,2.6674042
2018-12-13,04:22:38.180,0.86299133,9.159409,2.8047028
2018-12-13,04:22:38.203,0.9218291999999999,9.218246,2.7850952
2018-12-13,04:22:38.223,0.9218291999999999,9.257477,2.7850952
2018-12-13,04:22:38.240,0.8825989,9.277084,2.7654723999999997
2018-12-13,04:22:38.261,0.84336853,9.237869,2.7262419999999996
2018-12-13,04:22:38.282,0.6864624,9.179031,2.6674042
2018-12-13,04:22:38.305,0.7060852,9.139801,2.569336
2018-12-13,04:22:38.322,0.8237610000000001,9.198639,2.5889587000000005
2018-12-13,04:22:38.342,0.9218291999999999,9.100571,2.6085662999999997
2018-12-13,04:22:38.361,0.9610443000000001,9.041733,2.628189
2018-12-13,04:22:38.380,1.0002746999999999,9.06134,2.5497284
2018-12-13,04:22:38.403,0.84336853,9.198639,2.510498
2018-12-13,04:22:38.423,0.58839417,9.277084,2.5497284
2018-12-13,04:22:38.442,0.43148804,9.4339905,2.628189
2018-12-13,04:22:38.462,0.25497437,9.473221,2.7262419999999996
2018-12-13,04:22:38.487,0.37265015,9.355545,2.5889587000000005
2018-12-13,04:22:38.504,0.5491791,9.257477,2.5889587000000005
2018-12-13,04:22:38.523,0.8041381999999999,9.179031,2.4320526
2018-12-13,04:22:38.543,1.0198975000000001,9.179031,2.3928222999999997
2018-12-13,04:22:38.563,1.0002746999999999,9.237869,2.4320526
2018-12-13,04:22:38.583,0.86299133,9.316315,2.3732147
2018-12-13,04:22:38.604,0.6864624,9.453613,2.4516602
2018-12-13,04:22:38.625,0.49032593,9.571289,2.5301207999999997
2018-12-13,04:22:38.643,0.3334198,9.806656,2.7262419999999996
