date,time,UE3_acc_x,UE3_acc_y,UE3_acc_z
2018-12-13,04:28:02.378,0.21308899,0.32800293,9.639069000000001
2018-12-13,04:28:02.382,0.26097107,0.15562439,9.782715
2018-12-13,04:28:02.386,0.21788025,0.11970519999999998,9.950317
2018-12-13,04:28:02.390,0.09338379,0.14364624,10.053268
2018-12-13,04:28:02.394,0.0287323,0.17956543,10.113113
2018-12-13,04:28:02.398,-0.04069519,0.18435669,10.014954
2018-12-13,04:28:02.402,0.04788208,0.14604187,9.859328999999999
2018-12-13,04:28:02.406,0.24900818,0.16041565,9.787506
2018-12-13,04:28:02.448,0.22267151,0.12689209,9.648636
2018-12-13,04:28:02.452,0.27772522,0.05986023,9.689346
2018-12-13,04:28:02.455,0.3040619,0.05027771,9.871307
2018-12-13,04:28:02.458,0.3327942,0.08857727,9.888062
2018-12-13,04:28:02.461,0.30885315,0.13407898,9.854538
2018-12-13,04:28:02.464,0.18435669,0.16279602,9.88327
2018-12-13,04:28:02.467,0.1484375,0.0574646,9.880875
2018-12-13,04:28:02.470,0.28012085,0.10774231,9.8090515
2018-12-13,04:28:02.473,0.21308899,0.17237854,9.897644
2018-12-13,04:28:02.504,0.15562439,0.10055542,9.806656
2018-12-13,04:28:02.506,0.2346344,0.08380127,9.765961
2018-12-13,04:28:02.509,0.27055359999999995,0.08140564,9.768355999999999
2018-12-13,04:28:02.512,0.1484375,0.16998291,9.672592
2018-12-13,04:28:02.515,0.09338379,0.16279602,9.528931
2018-12-13,04:28:02.518,0.07901001,0.26574707,9.560058999999999
2018-12-13,04:28:02.520,0.17477417,0.28730774,9.536118
2018-12-13,04:28:02.522,0.18196106,0.3040619,9.641464
2018-12-13,04:28:02.524,0.12449646,0.29208374,9.679764
2018-12-13,04:28:02.589,0.21069336,0.28970337,9.751586999999999
2018-12-13,04:28:02.592,0.21548462,0.23703003,9.761169
2018-12-13,04:28:02.594,0.04071045,0.12689209,9.825821000000001
2018-12-13,04:28:02.597,-0.01914978,0.19392395,9.868912
2018-12-13,04:28:02.601,-0.033508300000000005,0.22505188,9.873702999999999
2018-12-13,04:28:02.604,0.07901001,0.18675232,9.816238
2018-12-13,04:28:02.606,0.21069336,0.19631958,9.782715
2018-12-13,04:28:02.608,0.20111084,0.22026062,9.835388
2018-12-13,04:28:02.610,0.22984314,0.18196106,9.825821000000001
2018-12-13,04:28:02.678,0.29928590000000005,0.15802002,9.890457000000001
2018-12-13,04:28:02.681,0.33039856,0.18196106,9.859328999999999
2018-12-13,04:28:02.683,0.44293213,0.06942749,9.574417
2018-12-13,04:28:02.685,0.27294922,0.2681427,9.677368
2018-12-13,04:28:02.687,0.05027771,0.43574524,9.871307
2018-12-13,04:28:02.688,-0.05267334,0.24420166,9.607941
2018-12-13,04:28:02.690,0.16281128,0.18435669,9.753983
2018-12-13,04:28:02.692,0.21548462,0.22026062,9.818634
2018-12-13,04:28:02.694,0.16999817,0.17956543,9.938339
2018-12-13,04:28:02.770,0.14605713,0.16041565,9.928772
2018-12-13,04:28:02.772,0.18675232,0.16519165,9.931152
2018-12-13,04:28:02.774,0.20350647,0.10295105,9.849762
2018-12-13,04:28:02.776,0.22984314,0.13168335,9.684555
2018-12-13,04:28:02.779,0.35194397,0.34475708,9.765961
2018-12-13,04:28:02.781,0.28012085,0.27053833,9.50499
2018-12-13,04:28:02.783,0.28970337,0.19392395,9.5720215
2018-12-13,04:28:02.785,0.46447754,0.22505188,9.502594
2018-12-13,04:28:02.786,0.533905,0.3471527,9.677368
2018-12-13,04:28:02.869,0.3208313,0.26574707,9.624695
2018-12-13,04:28:02.872,0.11013794,0.16041565,9.619919
2018-12-13,04:28:02.874,0.14605713,0.15802002,9.789902
2018-12-13,04:28:02.876,0.07901001,0.12689209,9.780319
2018-12-13,04:28:02.878,0.0574646,0.07901001,9.713287
2018-12-13,04:28:02.880,0.0574646,0.06942749,9.7061
2018-12-13,04:28:02.882,0.0574646,0.11491394,9.792297
2018-12-13,04:28:02.884,0.06704712,0.11013794,9.842575
2018-12-13,04:28:02.885,-0.01675415,0.10534668,10.019745
2018-12-13,04:28:02.960,-0.011962891000000002,0.04788208,9.993408
2018-12-13,04:28:02.963,0.11972046,0.13647461,9.98143
2018-12-13,04:28:02.964,0.18914795,0.19152832,9.780319
2018-12-13,04:28:02.966,0.21788025,0.20111084,9.667800999999999
2018-12-13,04:28:02.967,0.2753296,0.13647461,9.610336
2018-12-13,04:28:02.969,0.2753296,0.12689209,9.557663
2018-12-13,04:28:02.970,0.2346344,0.17477417,9.639069000000001
2018-12-13,04:28:02.973,0.20829773,0.1771698,9.619919
2018-12-13,04:28:02.974,0.22744751,0.22265625,9.560058999999999
2018-12-13,04:28:03.041,0.21069336,0.20590210000000003,9.667800999999999
2018-12-13,04:28:03.043,0.18435669,0.22505188,9.744415
2018-12-13,04:28:03.045,0.20111084,0.19631958,9.840179
2018-12-13,04:28:03.047,0.19871521,0.19152832,9.842575
2018-12-13,04:28:03.048,0.23703003,0.20350647,9.878494
2018-12-13,04:28:03.050,0.26097107,0.16041565,9.866516
2018-12-13,04:28:03.052,0.1771698,0.16758728,9.818634
2018-12-13,04:28:03.054,0.3040619,0.22984314,9.708496
2018-12-13,04:28:03.056,0.40461729999999996,0.33518982,9.600754
2018-12-13,04:28:03.135,0.33998108,0.26097107,9.509781
2018-12-13,04:28:03.137,0.3615265,0.31124878,9.641464
2018-12-13,04:28:03.139,0.22984314,0.19152832,9.64386
2018-12-13,04:28:03.140,0.22505188,0.16279602,9.610336
2018-12-13,04:28:03.141,0.08859253,0.15322876,9.64386
2018-12-13,04:28:03.142,0.02633667,0.12928772,9.710892
2018-12-13,04:28:03.144,0.07901001,0.13168335,9.837784
2018-12-13,04:28:03.145,0.30166626,0.22505188,9.938339
2018-12-13,04:28:03.146,0.32562256,0.23941039999999997,9.902435
2018-12-13,04:28:03.222,0.20829773,0.23703003,9.885666
2018-12-13,04:28:03.223,0.1771698,0.23941039999999997,9.811447
2018-12-13,04:28:03.224,0.1771698,0.25857544,9.8090515
2018-12-13,04:28:03.225,0.15802002,0.28730774,9.852158
2018-12-13,04:28:03.226,0.15802002,0.24899292,9.785110000000001
2018-12-13,04:28:03.227,0.18675232,0.19392395,9.758774
2018-12-13,04:28:03.228,0.23703003,0.22505188,9.701309
2018-12-13,04:28:03.229,0.25138855,0.18675232,9.509781
2018-12-13,04:28:03.230,0.15322876,0.16998291,9.497803
2018-12-13,04:28:03.320,0.18675232,0.11730957,9.552872
2018-12-13,04:28:03.322,0.24421692,0.18435669,9.670197
2018-12-13,04:28:03.324,0.25857544,0.13168335,9.670197
2018-12-13,04:28:03.325,0.42138672,0.19392395,9.710892
2018-12-13,04:28:03.326,0.28251648,0.18435669,9.871307
2018-12-13,04:28:03.327,0.3615265,0.14364624,9.859328999999999
2018-12-13,04:28:03.328,0.14126587,0.13885498,9.907211
2018-12-13,04:28:03.330,0.33039856,0.04788208,10.010162
2018-12-13,04:28:03.331,0.21069336,0.08140564,9.792297
2018-12-13,04:28:03.420,0.09338379,0.16998291,9.380493
2018-12-13,04:28:03.514,0.3040619,0.1484375,9.854538
2018-12-13,04:28:03.516,0.30885315,0.21546936,10.022140499999999
2018-12-13,04:28:03.518,0.3208313,0.16041565,10.1562195
2018-12-13,04:28:03.519,0.23703003,0.15322876,10.026932
2018-12-13,04:28:03.520,0.20350647,0.19392395,9.873702999999999
2018-12-13,04:28:03.521,0.10295105,0.11013794,9.74202
2018-12-13,04:28:03.523,-0.0023956299,0.24180603,9.514572
2018-12-13,04:28:03.524,0.08859253,0.19392395,9.46669
2018-12-13,04:28:03.525,0.08140564,0.25617979999999996,9.457108
2018-12-13,04:28:03.605,0.05506897,0.22026062,9.5720215
2018-12-13,04:28:03.606,0.01676941,0.22744751,9.584
2018-12-13,04:28:03.608,0.05506897,0.21069336,9.641464
2018-12-13,04:28:03.609,0.15802002,0.2753296,9.72525
2018-12-13,04:28:03.610,0.10774231,0.23941039999999997,9.777924
2018-12-13,04:28:03.612,0.10295105,0.22984314,9.780319
2018-12-13,04:28:03.614,0.07661438,0.24659729,9.701309
2018-12-13,04:28:03.615,0.20829773,0.16519165,9.610336
2018-12-13,04:28:03.617,0.2346344,0.27293396,9.600754
2018-12-13,04:28:03.696,0.26576233,0.25617979999999996,9.540909
2018-12-13,04:28:03.697,0.1149292,0.19631958,9.579208
2018-12-13,04:28:03.698,0.05506897,0.13407898,9.684555
2018-12-13,04:28:03.700,0.019165039,0.06224059999999999,9.7061
2018-12-13,04:28:03.701,0.02394104,0.03829956,9.751586999999999
2018-12-13,04:28:03.702,0.10534668,0.04069519,9.74202
2018-12-13,04:28:03.703,0.21788025,0.05506897,9.806656
2018-12-13,04:28:03.705,0.36871338,0.12210083,9.749207
2018-12-13,04:28:03.706,0.3543396,0.11730957,9.832993
2018-12-13,04:28:03.785,0.38067627,0.17956543,9.842575
2018-12-13,04:28:03.787,0.3327942,0.15322876,9.912003
2018-12-13,04:28:03.788,0.3040619,0.07182312,9.897644
2018-12-13,04:28:03.789,0.22027588,0.07421875,9.832993
2018-12-13,04:28:03.790,0.22744751,0.03112793,9.825821000000001
2018-12-13,04:28:03.791,0.10534668,0.02394104,9.840179
2018-12-13,04:28:03.792,0.07661438,0.0071868895999999995,9.799484
2018-12-13,04:28:03.793,0.07661438,0.06703186,9.701309
